id,name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date,seller,category
620,aut,"alias consequatur aut",42.84,8,587.32,413.84,18,311.64,"2022-02-09 14:14:03","2021-10-22 14:13:18",60,1
621,sunt,"omnis voluptas assumenda",16.93,9,191.53,860.92,78,552.72,"2021-12-11 02:08:46","2022-01-27 12:12:17",26,42
622,autem,"asperiores repellat alias",25.08,9,8.14,431.5,55,409.78,"2022-01-14 08:21:25","2021-12-17 13:09:22",78,13
623,quos,"veritatis et quasi",330.84,1,461.66,808.17,94,623.39,"2021-12-14 03:53:35","2021-04-24 20:59:59",154,7
624,necessitatibus,"placeat facere possimus",921.38,4,309.1,388.69,76,669.14,"2021-04-25 14:21:32","2021-11-04 06:33:41",189,13
625,neque,"vitae dicta sunt",551.06,2,31.46,989.37,41,708.81,"2021-07-04 05:57:35","2021-09-15 13:57:34",52,1
626,et,"ex ea commodi",987.44,9,465.04,375.28,14,946.93,"2021-04-24 02:22:19","2021-08-05 06:00:29",99,29
627,aut,"cupiditate non provident",898.21,6,336.05,387.49,97,375.33,"2021-04-09 18:04:44","2021-09-29 01:32:56",17,5
628,aperiam,"sapiente delectus ut",0.16,1,515.11,935.82,75,411.86,"2021-07-27 09:10:25","2021-08-02 18:21:24",114,43
629,autem,"blanditiis praesentium laudantium",884.79,8,226.59,169.08,7,824.3,"2021-09-22 15:28:55","2021-05-30 07:02:02",31,3
630,error,"rerum necessitatibus saepe",801.06,5,54.2,581.59,79,487.56,"2022-02-15 08:27:12","2021-08-03 11:12:31",87,44
631,quisquam,"est et expedita",866.21,8,918.97,371.06,24,157.44,"2021-10-05 00:30:39","2021-06-24 11:57:44",170,44
632,molestiae,"earum rerum hic",886.19,3,251.46,628.36,31,32.82,"2021-10-28 03:05:50","2021-07-26 10:35:37",105,49
633,omnis,"beatae vitae dicta",181.88,7,672.37,851.65,26,11.35,"2022-02-23 15:38:31","2021-06-12 14:51:39",44,39
634,facere,"rerum hic tenetur",787.7,7,706.73,453.67,8,727.82,"2021-04-19 07:22:39","2021-05-11 06:38:50",116,31
635,est,"asperiores repellat alias",520.46,10,669.91,257.28,31,980.27,"2021-12-30 21:48:12","2021-04-03 09:37:55",148,29
636,doloremque,"numquam eius modi",51.2,1,414.78,854.23,32,491.8,"2021-06-26 12:37:55","2021-05-07 15:27:58",57,7
637,officia,"nihil impedit quo",747.87,9,545.84,946.01,67,728.88,"2021-06-05 01:42:54","2021-04-15 02:04:11",62,21
638,aut,"perspiciatis unde omnis",742.57,8,584.59,545.42,24,894.46,"2021-11-17 22:20:35","2021-04-03 13:54:25",92,42
639,repellat,"id est laborum",708,10,160.76,808.64,20,71.39,"2022-02-19 01:37:02","2021-06-08 10:32:17",144,23
640,unde,"non recusandae itaque",572.9,1,844.62,82.29,79,326.79,"2021-04-25 05:41:37","2022-02-27 01:42:38",190,40
641,voluptatem,"officiis debitis aut",861.34,8,243.6,160.78,60,613.46,"2021-06-18 17:02:19","2021-09-12 23:53:16",64,45
642,consequuntur,"nisi ut aliquid",499.39,10,787.52,58.29,28,993.46,"2021-04-22 00:59:19","2021-06-08 23:54:37",187,3
643,similique,"sed quia non",307.92,6,474.61,8.3,94,639.13,"2021-08-04 03:41:25","2021-10-05 02:32:34",183,25
644,ex,"voluptas sit suscipit",248.69,2,27.55,382.41,95,488.51,"2021-05-08 13:40:33","2021-12-19 09:51:13",84,19
645,velit,"consequatur aut perferendis",939.65,5,25.65,331.31,69,94.01,"2022-01-29 18:59:03","2021-09-14 04:12:31",11,35
646,enim,"velit sed quia",377.95,3,489.79,816.17,48,400.22,"2021-11-19 08:20:14","2021-10-10 04:08:13",62,18
647,debitis,"id quod maxime",607.92,8,671.23,164.54,77,320.38,"2021-09-02 17:17:23","2021-07-29 13:03:09",131,16
648,eum,"voluptatem accusantium doloremque",399.46,3,648.4,686.84,10,667.66,"2021-07-12 17:33:56","2021-09-29 14:24:43",82,28
649,minima,"natus error similique",95.92,4,438.96,199.69,78,517.89,"2021-06-14 04:33:02","2022-02-26 05:03:10",180,6
650,voluptatem,"laudantium totam rem",202.52,1,596.49,631.7,100,768.34,"2021-12-16 11:00:00","2021-07-11 08:22:45",152,36
651,et,"sit amet consectetur",176.28,3,293.94,561.7,40,3.95,"2021-10-13 20:28:28","2022-02-26 19:38:14",117,50
652,repudiandae,"repellendus temporibus autem",611.71,7,40.92,96.15,100,780.47,"2021-04-06 17:01:34","2021-12-31 22:54:11",158,6
653,ut,"est omnis dolor",319.15,4,139.76,755.61,47,470.21,"2021-09-19 01:50:38","2022-02-11 18:09:04",47,39
654,laboriosam,"architecto beatae vitae",308.68,10,857.01,189.55,75,243.09,"2021-04-06 06:59:28","2021-04-20 07:55:14",118,31
655,et,"omnis dolor repellendus",823.58,9,486.47,26.63,38,184.56,"2022-03-06 14:59:16","2021-07-23 18:57:03",140,32
656,id,"harum quidem rerum",949.89,1,230.98,896.18,24,786.75,"2022-01-20 14:50:12","2021-05-04 20:10:21",123,18
657,id,"eum fugiat quo",344.5,4,411.39,493.32,73,774.15,"2021-05-13 13:10:53","2021-06-23 13:35:23",152,33
658,assumenda,"natus error similique",676.56,4,841.25,690.82,82,613.85,"2021-05-18 05:38:24","2021-09-15 23:36:58",146,19
659,quasi,"dolores et quas",379.13,0,869,95.22,15,65.29,"2021-04-17 14:33:14","2021-04-08 09:19:17",26,40
660,accusamus,"architecto beatae vitae",940.85,6,899.93,454.56,5,628.68,"2022-01-06 18:03:51","2021-04-14 21:45:17",40,18
661,qui,"velit sed quia",835.3,10,655.47,242.39,22,464.67,"2021-06-28 16:12:53","2021-11-26 15:28:04",101,20
662,iure,"laboriosam nisi ut",435.4,2,575.82,489.52,100,444.02,"2021-11-14 23:36:03","2021-05-09 09:12:51",156,6
663,quia,"et dolore magnam",573.02,5,217.24,837.95,61,748.99,"2021-09-09 04:30:29","2021-05-13 00:19:57",58,31
664,ratione,"iure reprehenderit qui",604.42,9,761.11,902.09,94,781.04,"2021-07-13 23:41:02","2021-11-12 12:35:02",123,38
665,tempore,"sed quia consequuntur",858.09,9,57.24,334.36,14,774.98,"2021-09-24 14:49:12","2021-11-24 01:28:49",101,38
666,et,"deserunt mollitia animi",977.42,9,767.36,222.82,31,44.71,"2021-09-30 12:53:05","2021-11-04 22:28:01",71,34
667,error,"eum iure reprehenderit",262.34,3,992.37,969.22,43,54.47,"2021-05-03 18:04:59","2021-09-16 13:28:43",129,47
668,sit,"ducimus qui blanditiis",708.36,2,106.09,40.41,14,59.36,"2021-04-15 09:31:30","2021-06-28 22:02:22",111,31
669,qui,"possimus omnis voluptas",445.27,9,333.62,989.6,20,545.7,"2021-05-02 16:17:31","2021-07-04 22:55:49",128,47
670,soluta,"totam rem voluptatum",669.95,1,367.21,178.33,22,299.04,"2021-12-29 16:13:35","2021-10-23 13:39:11",200,22
671,laborum,"deleniti atque corrupti",742.86,10,292.21,330.64,98,540.88,"2021-08-30 14:05:06","2021-07-12 22:46:27",42,34
672,repellat,"voluptatem ut enim",448.71,6,877.92,399.56,17,933.83,"2021-06-25 11:29:06","2021-07-23 18:03:31",174,6
673,voluptatem,"provident sed ut",164.61,3,704.09,535.2,98,638.09,"2021-07-24 19:55:14","2021-05-27 12:20:59",130,19
674,aut,"ex ea commodi",321.39,9,786.63,640.3,41,619.23,"2021-08-11 07:32:19","2021-07-27 08:14:03",100,29
675,optio,"reprehenderit qui in",350.61,0,573.03,201.38,68,127.23,"2021-07-26 22:14:46","2021-08-16 14:20:57",145,43
676,cum,"molestias excepturi sint",869.29,1,218.99,455.69,0,137.89,"2021-12-29 18:26:54","2022-02-04 01:07:13",146,38
677,omnis,"aperiam eaque ipsa",580.62,0,313.86,888.89,55,663.48,"2021-12-15 08:47:59","2021-09-28 01:30:27",85,6
678,qui,"aspernatur aut odit",355.08,8,107.41,110.29,67,113.03,"2021-07-24 16:03:55","2021-04-04 02:06:08",36,39
679,accusamus,"ea commodi consequatur",653.55,6,322,233.62,17,786.8,"2021-05-05 08:14:40","2021-10-01 13:09:32",184,8
680,expedita,"quidem rerum facilis",766,5,809.51,479.48,41,951.35,"2021-07-15 12:41:49","2021-07-20 01:50:01",160,46
681,ab,"dolor repellendus temporibus",114.44,4,923.48,378.62,97,348.1,"2021-06-21 13:10:50","2021-05-24 05:29:48",24,21
682,ullam,"distinctio nam libero",982.79,3,354.06,440.39,37,983.77,"2021-10-11 13:10:10","2021-08-02 18:18:17",23,2
683,quas,"et dolorum fuga",853.35,7,95.49,798.26,24,15.13,"2021-07-11 15:21:19","2021-05-16 03:11:33",38,4
684,laboriosam,"consequatur aut perferendis",697.38,9,296.64,106.7,70,593.81,"2021-05-12 18:20:44","2021-03-11 10:43:02",137,46
685,dolore,"doloremque aperiam eaque",818.02,1,687.8,81.12,63,20.96,"2021-04-30 10:46:43","2022-02-12 07:02:06",180,39
686,id,"sit suscipit laboriosam",779.95,4,100.96,199.76,23,669.47,"2021-06-30 22:14:51","2021-12-01 22:14:02",12,48
687,qui,"quis autem vel",756.43,3,947.42,34.87,76,964.97,"2022-02-25 15:09:32","2021-11-12 02:00:30",128,49
688,impedit,"sapiente delectus ut",282.58,4,492.67,570.99,40,937.85,"2021-06-17 15:41:18","2021-12-05 18:15:03",82,22
689,aliquam,"autem vel eum",542.86,5,866.65,27.48,55,58.45,"2021-04-18 21:12:41","2021-12-24 03:52:53",68,7
690,porro,"quis autem vel",498.82,4,766.54,996.88,51,18.21,"2021-04-25 12:17:45","2021-07-07 05:34:42",67,36
691,eveniet,"est qui minus",72.78,4,419.81,774.14,96,957.38,"2021-08-02 16:56:04","2021-05-07 14:11:05",30,18
692,enim,"quas molestias excepturi",246.33,0,774.98,52.62,33,631.81,"2021-08-28 17:48:58","2021-11-03 19:38:00",109,16
693,omnis,"doloribus asperiores repellat",288.21,5,516.89,231.81,17,693.21,"2022-02-23 02:51:49","2021-05-03 05:28:44",4,22
694,cupiditate,"veniam quis nostrum",875.24,6,322.51,924.81,4,765.48,"2021-03-15 18:35:41","2021-04-18 14:21:21",197,18
695,a,"nam libero tempore",560.27,6,277.25,716.64,46,542.25,"2021-04-01 11:44:44","2021-05-23 01:28:01",144,50
696,ipsum,"aut perferendis sit",282.7,6,724.53,665.04,66,636.15,"2021-09-26 10:17:40","2021-06-16 11:57:31",62,23
697,non,"est qui minus",203.98,4,444.37,778.72,93,814.79,"2021-03-16 04:50:27","2022-01-24 01:06:18",177,47
698,iure,"officiis debitis aut",663.72,0,313.5,300.61,20,406.53,"2021-10-29 12:23:58","2022-03-02 15:08:50",182,44
699,ex,"ad minima veniam",717.45,1,684.14,828.51,56,488.02,"2021-07-29 16:38:13","2021-11-08 20:26:04",188,43
700,quaerat,"rem voluptatum deleniti",524.04,3,670.91,726.01,66,709.38,"2021-10-28 01:32:08","2022-02-11 11:03:47",89,40
701,doloribus,"odio dignissimos ducimus",777.69,0,59.32,975.88,25,424.45,"2022-02-25 01:27:48","2021-03-17 20:16:19",35,3
702,unde,"ullam corporis nemo",116.56,6,625.25,927.71,85,557.26,"2021-07-15 16:29:56","2022-02-01 17:55:42",87,17
703,fuga,"ut aut reiciendis",747.18,2,643.83,404.29,11,802.49,"2021-10-15 19:33:14","2021-10-02 00:59:24",196,38
704,quis,"deserunt mollitia animi",257.13,7,743.97,602.57,99,246.4,"2021-03-17 13:22:52","2021-10-17 08:15:21",184,26
705,ea,"ea commodi consequatur",899,7,782.6,762.95,95,554.52,"2022-01-14 08:54:27","2021-11-12 06:47:50",16,26
706,consequatur,"assumenda est omnis",273.77,1,740.96,137.18,92,758.45,"2021-03-31 00:28:08","2021-04-19 06:48:19",158,3
707,amet,"iste natus error",914.65,0,550.22,274.53,38,763.22,"2021-09-13 17:32:15","2021-10-11 17:31:31",125,25
708,inventore,"ipsa quae ab",114.05,9,217.3,712.49,68,198.9,"2021-04-21 06:08:39","2021-03-25 18:32:56",103,20
709,aut,"et dolore magnam",168.52,3,305.6,220.52,15,647.95,"2021-09-17 11:46:50","2021-07-17 01:50:23",43,31
710,aut,"consequatur aut perferendis",34.35,5,603.29,458.72,88,378.56,"2021-06-19 21:05:37","2021-12-02 04:18:01",114,41
711,nostrum,"optio cumque nihil",123.11,3,238.78,32.76,66,927.21,"2021-05-27 13:37:13","2021-12-27 19:55:24",139,20
712,accusantium,"consequatur quis autem",880.91,6,158.49,261.78,12,448.44,"2021-10-26 23:19:26","2021-06-04 10:06:39",51,3
713,praesentium,"eaque ipsa quae",470.38,10,724.39,981,93,801.92,"2021-08-21 15:54:41","2021-08-29 02:55:01",45,47
714,voluptatem,"et voluptates repudiandae",310.74,3,810.24,43.2,57,682.22,"2021-09-21 07:33:00","2022-02-15 15:35:42",170,43
715,asperiores,"fugiat quo voluptas",613.62,9,109.71,498.59,94,703.14,"2021-10-26 13:24:18","2021-08-24 14:59:30",19,38
716,minima,"enim ipsam voluptatem",301.2,0,533.24,823.56,100,492.02,"2021-08-08 20:40:50","2022-01-04 18:31:40",119,23
717,corrupti,"maxime placeat facere",563.66,0,717.84,686.23,94,758.44,"2021-08-17 14:19:04","2021-09-11 18:40:33",9,43
718,fuga,"et quasi architecto",524.4,2,46.42,210.14,26,402.81,"2021-07-20 15:53:44","2021-05-01 09:57:24",109,9
719,adipisci,"voluptas sit suscipit",660.46,9,496.61,614.25,100,998.23,"2022-03-02 22:42:47","2021-06-24 08:30:22",42,47
720,aut,"iure reprehenderit qui",530.55,4,442.67,178.57,51,627.4,"2021-08-16 11:54:00","2021-11-15 01:34:51",26,4
721,iure,"et dolore magnam",878.78,5,618.18,701.91,78,229.06,"2021-08-05 09:17:19","2021-06-03 23:36:42",95,39
722,facere,"et accusamus officiis",652.19,10,343.67,564.6,41,892.78,"2021-10-25 23:15:09","2021-03-27 18:56:18",76,2
723,ea,"esse quam nihil",595.56,3,491.2,243.18,84,843.13,"2021-10-31 01:09:31","2021-09-18 01:08:43",173,47
724,ab,"assumenda est omnis",724.93,1,182.27,277.79,80,601.13,"2021-06-20 04:01:39","2022-03-02 03:28:48",194,11
725,reprehenderit,"enim ad minima",518.15,7,434.27,811.05,68,922.15,"2021-10-30 04:41:32","2021-04-17 21:19:58",158,18
726,vel,"quae ab illo",604.5,8,127.57,826.11,58,682.8,"2021-04-26 17:53:06","2021-09-27 14:50:04",118,28
727,perferendis,"eum fugiat quo",487.6,5,658.92,597.58,45,784.51,"2021-07-10 23:14:56","2022-01-15 14:13:50",69,41
728,adipisci,"ut aut reiciendis",485.06,7,374.67,942.39,69,18.34,"2021-10-28 20:55:54","2021-07-19 23:02:42",71,40
729,molestiae,"natus error similique",248.73,5,301.41,162.1,37,447.37,"2022-02-11 20:52:47","2021-06-03 22:57:33",175,11
730,qui,"est eligendi optio",328.31,1,24.46,462.56,91,10.61,"2021-10-02 04:49:33","2021-06-20 22:36:01",99,28
731,in,"eligendi optio cumque",690.51,8,102.28,111.94,30,272.69,"2021-07-13 18:50:10","2022-02-19 19:22:09",83,47
732,atque,"totam rem voluptatum",405.73,0,182.36,281.64,76,622.34,"2021-05-31 07:32:25","2021-12-23 18:35:00",177,12
733,pariatur,"nemo enim ipsam",352.77,3,461.62,590.01,60,819.86,"2021-08-13 00:28:07","2021-06-07 09:49:32",23,41
734,et,"dicta sunt explicabo",963.82,0,870.32,738.04,51,643.24,"2021-07-02 05:21:50","2021-09-18 04:07:42",122,33
735,reiciendis,"a sapiente delectus",686.84,7,822.98,1.6,54,671.27,"2021-06-24 18:23:21","2022-01-12 11:35:26",87,3
736,et,"eos qui ratione",731.03,4,202.73,533.5,95,555.61,"2021-07-01 17:54:05","2021-03-20 14:53:12",167,36
737,illum,"porro quisquam est",759.89,3,598.72,856.44,18,859.11,"2021-11-23 07:13:01","2022-01-05 00:46:59",61,13
738,culpa,"ut aliquid ex",276.1,5,534.32,897.47,7,49.78,"2021-04-09 18:41:05","2021-09-03 07:41:29",176,37
739,est,"eius modi tempora",771.02,5,673.35,405.4,19,329.54,"2021-04-17 10:39:37","2021-04-30 10:54:26",84,15
740,sit,"voluptatem quia voluptas",8.68,3,864.85,145.06,88,234.4,"2021-07-12 00:20:15","2021-07-07 13:04:43",55,34
741,fugiat,"omnis dolor repellendus",31.33,3,544.65,396.59,89,197.28,"2022-02-08 14:04:56","2021-12-13 20:16:19",40,11
742,eligendi,"illum qui dolorem",986.52,3,254.64,887.01,80,40.22,"2021-04-22 22:10:45","2021-12-17 07:09:17",199,26
743,qui,"explicabo aspernatur aut",388.07,1,322.76,688.44,15,136.36,"2021-10-24 14:16:47","2022-01-12 20:19:19",135,10
744,ea,"similique sunt in",448.04,10,118.72,209.26,69,25.55,"2022-01-16 10:41:25","2021-10-02 22:10:47",108,44
745,quod,"laboriosam nisi ut",315.91,1,900.73,382.42,46,483.9,"2021-11-18 15:26:12","2021-11-09 11:10:17",16,26
746,et,"accusamus officiis debitis",919.85,6,351.35,856.17,72,905.94,"2021-10-28 14:28:59","2022-02-09 02:43:27",75,34
747,itaque,"odio dignissimos ducimus",837.21,9,873.24,238.36,68,802.82,"2021-04-24 15:19:36","2021-10-08 12:06:59",139,13
748,et,"qui minus id",507.05,0,388.75,762.55,52,279.72,"2021-05-31 01:35:46","2022-01-07 13:10:54",68,16
749,veritatis,"repellendus temporibus autem",68.33,3,333.81,304.74,79,785.4,"2021-11-17 11:20:28","2022-01-12 12:59:03",156,29
750,dolorem,"omnis iste natus",227.79,10,511.1,844.89,89,281.56,"2021-12-22 12:27:59","2021-10-05 14:43:05",13,28
751,est,"cumque nihil impedit",500.27,9,792.21,758.26,0,379.22,"2021-12-14 02:38:29","2021-05-20 00:50:22",142,39
752,sint,"quod maxime placeat",661.63,10,196.47,543.82,6,86.53,"2021-07-26 23:57:33","2021-05-16 18:34:56",99,39
753,in,"adipisci velit sed",582.93,2,319.58,850.14,79,860.22,"2021-12-08 13:21:13","2021-04-27 01:20:31",92,37
754,et,"neque dolorem ipsum",841.54,2,396.15,958.09,51,345.7,"2021-04-16 16:35:49","2022-01-21 13:24:42",102,42
755,sint,"est laborum et",364.74,8,259.44,953.36,75,949.38,"2021-04-04 09:13:38","2021-07-30 20:38:54",18,18
756,nihil,"laborum et dolorum",146.22,8,219.11,447.17,77,455.86,"2021-11-18 09:19:33","2021-10-08 16:50:44",71,38
757,omnis,"explicabo aspernatur aut",989.24,6,970.95,617.86,96,353.23,"2021-12-01 14:36:31","2021-09-25 09:40:45",94,17
758,sit,"laborum et dolorum",705.61,0,72.39,102.87,71,385.53,"2021-03-15 05:26:35","2021-09-14 05:05:48",151,30
759,facilis,"aut fugit sed",175.13,5,745.94,268.05,73,225.8,"2022-03-09 03:45:27","2022-02-07 15:00:44",33,44
760,consequatur,"perspiciatis unde omnis",182.33,4,353.98,568.51,29,885.5,"2021-05-18 19:24:13","2022-02-05 09:41:52",108,24
761,expedita,"incidunt ut labore",640.62,1,237.37,114.19,50,413.38,"2021-05-09 09:02:21","2021-04-06 23:58:16",186,19
762,id,"officiis debitis aut",815.16,6,37.65,65.91,62,779.3,"2022-02-15 15:14:14","2021-07-21 00:21:29",82,9
763,quasi,"commodi consequatur quis",853.58,4,308.97,658.05,26,507.49,"2021-11-28 00:15:03","2021-06-19 13:44:23",169,19
764,velit,"corrupti quos dolores",905.24,7,190.69,987.26,14,144.78,"2021-11-22 12:14:57","2021-10-09 21:24:13",188,48
765,velit,"aliquid ex ea",780.34,8,988.58,61.48,36,42.59,"2021-04-07 15:46:41","2021-10-16 20:49:47",155,36
766,aliquam,"reiciendis voluptatibus maiores",545.52,0,945.36,985.18,49,725.08,"2021-06-16 08:53:47","2021-10-07 18:36:06",92,3
767,sed,"fugiat quo voluptas",849.96,1,717.89,352.01,59,670.39,"2021-08-25 03:54:32","2021-06-15 09:43:43",138,28
768,impedit,"similique sunt in",121.1,7,222.31,289.27,0,206.07,"2021-09-04 21:02:55","2021-07-31 15:04:34",69,20
769,temporibus,"nihil impedit quo",355.35,4,886.87,839.79,35,132.79,"2021-07-18 09:05:22","2021-03-10 20:29:31",2,41
770,et,"sed quia non",120.68,6,254.43,208.1,24,248.4,"2021-09-05 18:11:08","2022-03-07 09:23:52",107,36
771,voluptas,"illo inventore veritatis",448.02,3,77.31,867.62,9,150.34,"2021-03-30 13:59:50","2021-04-29 07:11:52",173,3
772,sequi,"soluta nobis est",722.04,8,167.61,678.36,68,369.46,"2021-11-23 22:23:49","2022-02-08 02:24:42",67,3
773,possimus,"quia consequuntur magni",701.82,1,521.86,56.61,92,567.78,"2021-12-18 23:57:01","2021-09-04 19:41:06",164,31
774,aut,"quia voluptas sit",626.33,1,271.19,549.99,79,15.1,"2021-06-30 21:26:18","2021-12-29 10:28:58",158,31
775,praesentium,"explicabo aspernatur aut",191.71,7,825.7,317.95,13,803.12,"2021-10-03 05:56:45","2021-04-14 22:36:50",70,19
776,et,"et expedita distinctio",608.99,1,78.4,659.4,17,143.52,"2022-01-20 10:47:07","2022-03-04 04:01:52",197,49
777,molestiae,"alias consequatur aut",184.96,1,1.92,23.53,34,994.39,"2021-07-30 09:42:20","2022-01-20 21:29:01",41,50
778,ea,"debitis aut rerum",441,6,522.84,583.91,0,938.58,"2021-09-09 15:21:46","2021-03-20 04:13:23",154,10
779,tenetur,"in culpa qui",176.74,3,303.33,670.82,78,557.94,"2021-07-29 09:19:49","2021-04-10 11:05:03",192,22
780,ut,"corrupti quos dolores",419.65,10,888.71,16.24,3,450.74,"2021-08-20 09:44:32","2021-07-18 02:57:43",20,15
781,nisi,"deleniti atque corrupti",458.82,3,853.47,999.43,14,862.36,"2022-02-13 03:57:44","2021-05-03 14:23:42",38,50
782,autem,"autem quibusdam et",518.23,5,0.13,524.7,43,8.55,"2021-04-15 21:34:26","2021-04-04 11:33:53",113,28
783,molestiae,"quae ab illo",607.83,6,338.11,942.9,23,571.65,"2021-10-21 08:18:32","2021-03-17 23:59:15",92,47
784,quia,"et dolorum fuga",57.26,10,766.09,379.85,30,623.77,"2022-02-12 13:04:41","2021-06-04 12:43:33",161,24
785,ea,"esse quam nihil",821.19,9,83.96,205.82,7,583.66,"2021-04-17 16:16:29","2021-03-16 16:23:48",159,4
786,sapiente,"et quas molestias",682.63,0,606.72,376.6,26,441.83,"2021-03-23 05:07:30","2021-04-29 16:35:46",21,14
787,et,"qui ratione voluptatem",381.21,0,616.17,56.45,61,847.56,"2021-07-04 20:11:07","2021-04-18 16:29:00",166,40
788,enim,"deleniti atque corrupti",559.64,9,214.31,756.86,70,596.02,"2021-03-18 02:11:18","2021-05-26 15:13:03",165,17
789,pariatur,"hic tenetur a",277.12,6,176.23,361.63,34,655.7,"2021-04-30 23:41:07","2021-09-21 01:26:34",156,11
790,dolores,"velit esse quam",895.85,1,403.05,550.54,40,409.12,"2021-08-03 16:03:02","2021-09-08 17:14:29",150,29
791,omnis,"atque corrupti quos",578.01,8,219.07,821.31,100,196.08,"2021-06-23 16:01:23","2021-08-09 07:32:56",131,34
792,vel,"id quod maxime",893.45,10,634.33,586.88,96,438.28,"2021-09-05 23:07:55","2021-09-05 05:22:54",100,17
793,recusandae,"recusandae itaque earum",701.78,10,672.34,834.66,45,813.59,"2021-06-13 14:14:17","2021-03-14 03:49:52",31,14
794,sit,"ut enim ad",888.89,10,452.89,58.02,71,972.99,"2021-11-04 08:53:46","2022-01-16 00:08:48",141,26
795,eligendi,"tempore cum soluta",676.98,1,627.58,704.35,68,930.99,"2021-03-22 19:03:06","2021-03-28 15:13:42",194,5
796,tenetur,"et expedita distinctio",573.58,0,452.84,527.42,53,859.47,"2021-10-13 08:19:11","2021-09-03 00:16:37",182,37
797,sint,"quisquam est qui",498.19,6,371.62,946.95,62,597.83,"2021-06-04 19:05:37","2021-09-22 13:51:06",46,50
798,sit,"voluptatem sequi nesciunt",385.63,1,72.92,979.69,94,324.82,"2021-05-15 02:37:45","2021-06-30 23:25:06",101,21
799,dolores,"qui officia deserunt",335.42,8,811.58,568.76,76,677.69,"2021-05-27 04:57:10","2021-06-12 21:46:30",59,49
800,autem,"voluptas assumenda est",431.08,2,251.84,802.9,42,821.3,"2022-02-21 23:07:09","2021-11-28 14:44:24",61,25
801,ut,"corrupti quos dolores",286.41,10,401.85,206.56,74,707.77,"2021-11-25 23:50:09","2021-12-04 10:52:54",152,13
802,aut,"dignissimos ducimus qui",782.23,2,895.54,306.43,11,486.56,"2022-02-19 07:24:33","2021-03-22 21:53:51",22,47
803,temporibus,"qui in ea",544.82,6,447.59,558.3,84,666.05,"2022-02-15 21:23:02","2021-09-22 19:45:28",3,34
804,nisi,"maiores doloribus asperiores",772.08,8,569.7,657.55,11,556.57,"2021-04-15 01:00:15","2022-01-26 05:21:56",51,17
805,tenetur,"facilis est et",359.82,7,486.82,823.81,42,632.53,"2021-06-17 14:26:27","2021-11-04 23:38:42",167,1
806,fugit,"in ea voluptate",758.36,1,158.43,144.87,61,680.73,"2021-04-27 02:13:17","2022-02-05 09:02:38",104,19
807,perspiciatis,"consequatur quis autem",644.44,3,763.53,356.44,28,523.81,"2021-09-02 14:37:48","2021-04-08 00:27:39",52,37
808,sit,"quo porro quisquam",199.25,0,506.35,546.64,57,57.23,"2021-08-16 23:44:44","2021-06-24 05:28:19",167,27
809,fuga,"fugiat quo voluptas",361.08,5,998.43,976.5,25,998.61,"2022-02-04 18:11:48","2021-07-16 03:57:30",154,3
810,corrupti,"nam libero tempore",398.51,5,740.47,559.07,74,865.4,"2021-10-26 01:26:20","2021-12-07 22:23:25",181,44
811,quod,"voluptatem sequi nesciunt",339.13,8,952,336.68,98,195.15,"2021-10-05 12:46:28","2021-11-19 20:40:22",153,32
812,est,"aliquid ex ea",393.37,6,165.15,133.57,85,810.06,"2021-05-09 02:26:11","2021-12-16 22:01:55",175,49
813,odit,"blanditiis praesentium laudantium",628.77,8,134.61,586.83,68,657.4,"2022-01-24 06:00:07","2021-05-23 04:27:06",40,21
814,rerum,"veniam quis nostrum",572.49,1,201.39,39.52,74,457.84,"2021-12-27 06:23:36","2021-11-10 06:45:17",41,38
815,maxime,"eveniet ut et",645.35,2,809.64,376.14,77,362.37,"2021-11-21 18:33:05","2021-10-17 10:39:33",138,2
816,distinctio,"a sapiente delectus",110.58,1,654.06,586.37,33,554.53,"2022-02-16 05:39:14","2022-01-27 11:04:41",186,31
817,deserunt,"quam nihil molestiae",460.07,2,118.08,875.66,44,32.01,"2021-09-24 06:51:12","2022-02-06 19:37:02",25,24
818,molestiae,"aliquid ex ea",954.49,4,602.99,750.36,66,63.57,"2021-04-15 00:08:07","2022-01-07 17:08:52",5,26
819,rerum,"enim ad minima",802.24,6,883.31,475.51,69,951.22,"2021-10-28 22:55:42","2021-10-24 13:12:29",153,3
820,quo,"fugit sed quia",894.91,7,425.28,19.73,11,465.95,"2021-05-28 13:52:59","2021-05-11 21:12:01",177,14
821,odio,"rerum facilis est",500.69,0,809.73,409.86,20,288.47,"2022-02-19 07:18:30","2021-12-13 07:43:26",59,37
822,quia,"labore et dolore",87.84,5,977.57,616.05,81,327.47,"2021-08-06 17:05:38","2021-08-21 09:54:59",12,32
823,accusamus,"id quod maxime",666.7,7,484.59,262,29,613.31,"2021-07-08 09:21:33","2021-05-24 12:50:52",45,18
824,veritatis,"ut aliquid ex",21.34,6,227.8,150.28,47,451.15,"2022-01-13 08:06:20","2021-07-31 15:23:50",113,7
825,aut,"ut et voluptates",937.24,8,286.56,812.86,16,82.45,"2021-11-21 22:36:11","2021-10-23 22:03:12",85,24
826,id,"voluptates repudiandae sint",223.57,9,161.38,339.78,82,108.96,"2021-11-17 10:47:50","2021-03-30 17:32:45",57,12
827,ut,"voluptate velit esse",795.47,5,21.96,559.36,17,419.88,"2021-10-10 02:48:32","2021-11-18 17:57:29",105,39
